route_id,route_short_name,route_long_name,route_corridor_name,service_type,route_display_name,is_special_route,delay_risk,recommended_action,records,share_pct
774-202,774,774,774 - West Tamaki Rd / Britomart Via Long Dr And Tamaki Dr,Bus,774,False,Medium,Monitor route conditions,723,0.0217
774-202,774,774,774 - West Tamaki Rd / Britomart Via Long Dr And Tamaki Dr,Bus,774,False,High,Adjust service headway,28,0.0008
775-202,775,775,775 - Glendowie / Britomart Via Tamaki Dr,Bus,775,False,Low,No operational action required,3432,0.1028
775-202,775,775,775 - Glendowie / Britomart Via Tamaki Dr,Bus,775,False,Medium,Monitor route conditions,1337,0.04
775-202,775,775,775 - Glendowie / Britomart Via Tamaki Dr,Bus,775,False,High,Adjust service headway,64,0.0019
781-202,781,781,781 - Mission Bay / Museum Via Orakei,Bus,781,False,Low,No operational action required,8810,0.2639
781-202,781,781,781 - Mission Bay / Museum Via Orakei,Bus,781,False,Medium,Monitor route conditions,3791,0.1136
781-202,781,781,781 - Mission Bay / Museum Via Orakei,Bus,781,False,High,Adjust service headway,70,0.0021
781-202,781,781,781 - Mission Bay / Museum Via Orakei,Bus,781,False,Severe,Deploy standby bus or supervisor review,107,0.0032
782-221,782,782,782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,Bus,782,False,Low,No operational action required,6109,0.183
782-221,782,782,782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,Bus,782,False,Medium,Monitor route conditions,3024,0.0906
782-221,782,782,782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,Bus,782,False,High,Adjust service headway,30,0.0009
782-221,782,782,782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,Bus,782,False,Severe,Deploy standby bus or supervisor review,20,0.0006
783-221,783,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,Bus,783,False,Low,No operational action required,4987,0.1494
783-221,783,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,Bus,783,False,Medium,Monitor route conditions,1361,0.0408
783-221,783,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,Bus,783,False,High,Adjust service headway,159,0.0048
783-221,783,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,Bus,783,False,Severe,Deploy standby bus or supervisor review,22,0.0007
801-202,801,801,801 - Bayswater Wharf / Akoranga Station Via Takapuna,Bus,801,False,Low,No operational action required,11465,0.3434
801-202,801,801,801 - Bayswater Wharf / Akoranga Station Via Takapuna,Bus,801,False,Medium,Monitor route conditions,1772,0.0531
801-202,801,801,801 - Bayswater Wharf / Akoranga Station Via Takapuna,Bus,801,False,High,Adjust service headway,41,0.0012
801-202,801,801,801 - Bayswater Wharf / Akoranga Station Via Takapuna,Bus,801,False,Severe,Deploy standby bus or supervisor review,21,0.0006
802-202,802,802,802 - Bayswater / City (Mayoral Dr),Bus,802,False,Low,No operational action required,1135,0.034
802-202,802,802,802 - Bayswater / City (Mayoral Dr),Bus,802,False,Medium,Monitor route conditions,593,0.0178
802-202,802,802,802 - Bayswater / City (Mayoral Dr),Bus,802,False,High,Adjust service headway,30,0.0009
802-202,802,802,802 - Bayswater / City (Mayoral Dr),Bus,802,False,Severe,Deploy standby bus or supervisor review,1,0.0
805-202,805,805,805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,Bus,805,False,Low,No operational action required,827,0.0248
805-202,805,805,805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,Bus,805,False,Medium,Monitor route conditions,775,0.0232
805-202,805,805,805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,Bus,805,False,High,Adjust service headway,15,0.0004
805-202,805,805,805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,Bus,805,False,Severe,Deploy standby bus or supervisor review,29,0.0009
806-202,806,806,806 - Devonport Wharf / Stanley Pt Loop,Bus,806,False,Low,No operational action required,5660,0.1695
806-202,806,806,806 - Devonport Wharf / Stanley Pt Loop,Bus,806,False,Medium,Monitor route conditions,462,0.0138
806-202,806,806,806 - Devonport Wharf / Stanley Pt Loop,Bus,806,False,High,Adjust service headway,21,0.0006
807-202,807,807,807 - Devonport Wharf / Cheltenham Loop,Bus,807,False,Low,No operational action required,4454,0.1334
807-202,807,807,807 - Devonport Wharf / Cheltenham Loop,Bus,807,False,Medium,Monitor route conditions,1544,0.0462
807-202,807,807,807 - Devonport Wharf / Cheltenham Loop,Bus,807,False,High,Adjust service headway,107,0.0032
807-202,807,807,807 - Devonport Wharf / Cheltenham Loop,Bus,807,False,Severe,Deploy standby bus or supervisor review,10,0.0003
814-202,814,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,Bus,814,False,Low,No operational action required,14127,0.4232
814-202,814,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,Bus,814,False,Medium,Monitor route conditions,2902,0.0869
814-202,814,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,Bus,814,False,High,Adjust service headway,335,0.01
814-202,814,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,Bus,814,False,Severe,Deploy standby bus or supervisor review,170,0.0051
82-202,82,82,82 - Milford / Mayoral Dr Via Takapuna,Bus,82,False,Low,No operational action required,21480,0.6434
82-202,82,82,82 - Milford / Mayoral Dr Via Takapuna,Bus,82,False,Medium,Monitor route conditions,5252,0.1573
82-202,82,82,82 - Milford / Mayoral Dr Via Takapuna,Bus,82,False,High,Adjust service headway,125,0.0037
82-202,82,82,82 - Milford / Mayoral Dr Via Takapuna,Bus,82,False,Severe,Deploy standby bus or supervisor review,38,0.0011
83-203,83,83,83 - Massey University / Takapuna Via Browns Bay,Bus,83,False,Low,No operational action required,26625,0.7975
83-203,83,83,83 - Massey University / Takapuna Via Browns Bay,Bus,83,False,Medium,Monitor route conditions,8040,0.2408
83-203,83,83,83 - Massey University / Takapuna Via Browns Bay,Bus,83,False,High,Adjust service headway,234,0.007
83-203,83,83,83 - Massey University / Takapuna Via Browns Bay,Bus,83,False,Severe,Deploy standby bus or supervisor review,31,0.0009
842-202,842,842,842 - Crown Hill / Smales Farm Station Via East Coast Rd,Bus,842,False,Low,No operational action required,1906,0.0571
842-202,842,842,842 - Crown Hill / Smales Farm Station Via East Coast Rd,Bus,842,False,Medium,Monitor route conditions,212,0.0064
842-202,842,842,842 - Crown Hill / Smales Farm Station Via East Coast Rd,Bus,842,False,High,Adjust service headway,22,0.0007
843-202,843,843,843 - Akoranga Station / Constellation Station Via Takapuna,Bus,843,False,Low,No operational action required,10865,0.3255
843-202,843,843,843 - Akoranga Station / Constellation Station Via Takapuna,Bus,843,False,Medium,Monitor route conditions,1478,0.0443
843-202,843,843,843 - Akoranga Station / Constellation Station Via Takapuna,Bus,843,False,High,Adjust service headway,34,0.001
843-202,843,843,843 - Akoranga Station / Constellation Station Via Takapuna,Bus,843,False,Severe,Deploy standby bus or supervisor review,11,0.0003
845-203,845,845,845 - Milford / Takapuna Via North Shore Hospital,Bus,845,False,Low,No operational action required,3960,0.1186
845-203,845,845,845 - Milford / Takapuna Via North Shore Hospital,Bus,845,False,Medium,Monitor route conditions,792,0.0237
845-203,845,845,845 - Milford / Takapuna Via North Shore Hospital,Bus,845,False,High,Adjust service headway,3,0.0001
856-203,856,856,856 - Albany Station / Browns Bay,Bus,856,False,Low,No operational action required,18407,0.5514
856-203,856,856,856 - Albany Station / Browns Bay,Bus,856,False,Medium,Monitor route conditions,5869,0.1758
856-203,856,856,856 - Albany Station / Browns Bay,Bus,856,False,High,Adjust service headway,344,0.0103
856-203,856,856,856 - Albany Station / Browns Bay,Bus,856,False,Severe,Deploy standby bus or supervisor review,55,0.0016
861-203,861,861,861 - Long Bay / Constellation Station Via Bush Rd,Bus,861,False,Low,No operational action required,15500,0.4643
861-203,861,861,861 - Long Bay / Constellation Station Via Bush Rd,Bus,861,False,Medium,Monitor route conditions,3136,0.0939
861-203,861,861,861 - Long Bay / Constellation Station Via Bush Rd,Bus,861,False,High,Adjust service headway,67,0.002
861-203,861,861,861 - Long Bay / Constellation Station Via Bush Rd,Bus,861,False,Severe,Deploy standby bus or supervisor review,25,0.0007
865-203,865,865,865 - Browns Bay / Albany Station Via Oaktree Ave,Bus,865,False,Low,No operational action required,12659,0.3792
865-203,865,865,865 - Browns Bay / Albany Station Via Oaktree Ave,Bus,865,False,Medium,Monitor route conditions,343,0.0103
865-203,865,865,865 - Browns Bay / Albany Station Via Oaktree Ave,Bus,865,False,High,Adjust service headway,134,0.004
866-203,866,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,Bus,866,False,Low,No operational action required,10470,0.3136
866-203,866,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,Bus,866,False,Medium,Monitor route conditions,3477,0.1042
866-203,866,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,Bus,866,False,High,Adjust service headway,86,0.0026
866-203,866,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,Bus,866,False,Severe,Deploy standby bus or supervisor review,22,0.0007
871-202,871,871,871 - Constellation Station / Takapuna Via Forrest Hill Rd,Bus,871,False,Low,No operational action required,14065,0.4213
871-202,871,871,871 - Constellation Station / Takapuna Via Forrest Hill Rd,Bus,871,False,Medium,Monitor route conditions,2339,0.0701
871-202,871,871,871 - Constellation Station / Takapuna Via Forrest Hill Rd,Bus,871,False,High,Adjust service headway,73,0.0022
871-202,871,871,871 - Constellation Station / Takapuna Via Forrest Hill Rd,Bus,871,False,Severe,Deploy standby bus or supervisor review,20,0.0006
878-203,878,878,878 - Browns Bay / Constellation Station Via and East Coast Rd,Bus,878,False,Low,No operational action required,14918,0.4469
878-203,878,878,878 - Browns Bay / Constellation Station Via and East Coast Rd,Bus,878,False,Medium,Monitor route conditions,1316,0.0394
878-203,878,878,878 - Browns Bay / Constellation Station Via and East Coast Rd,Bus,878,False,High,Adjust service headway,21,0.0006
878-203,878,878,878 - Browns Bay / Constellation Station Via and East Coast Rd,Bus,878,False,Severe,Deploy standby bus or supervisor review,21,0.0006
883-203,883,883,883 - Schnapper Rock / Constellation Station,Bus,883,False,Low,No operational action required,8881,0.266
883-203,883,883,883 - Schnapper Rock / Constellation Station,Bus,883,False,Medium,Monitor route conditions,975,0.0292
883-203,883,883,883 - Schnapper Rock / Constellation Station,Bus,883,False,Severe,Deploy standby bus or supervisor review,7,0.0002
884-203,884,884,884 - Constellation Station / NHIE Loop Anticlockwise,Bus,884,False,Low,No operational action required,2816,0.0844
884-203,884,884,884 - Constellation Station / NHIE Loop Anticlockwise,Bus,884,False,Medium,Monitor route conditions,479,0.0143
884-203,884,884,884 - Constellation Station / NHIE Loop Anticlockwise,Bus,884,False,High,Adjust service headway,13,0.0004
884-203,884,884,884 - Constellation Station / NHIE Loop Anticlockwise,Bus,884,False,Severe,Deploy standby bus or supervisor review,7,0.0002
885-203,885,885,885 - Constellation Station / NHIE Loop Clockwise,Bus,885,False,Low,No operational action required,2879,0.0862
885-203,885,885,885 - Constellation Station / NHIE Loop Clockwise,Bus,885,False,Medium,Monitor route conditions,432,0.0129
885-203,885,885,885 - Constellation Station / NHIE Loop Clockwise,Bus,885,False,High,Adjust service headway,11,0.0003
888-203,888,888,888 - Albany Heights Loop,Bus,888,False,Low,No operational action required,2733,0.0819
888-203,888,888,888 - Albany Heights Loop,Bus,888,False,Medium,Monitor route conditions,1710,0.0512
889-203,889,889,889 - Albany Station / Constellation Station Via Hugh Green Dr,Bus,889,False,Low,No operational action required,10984,0.329
889-203,889,889,889 - Albany Station / Constellation Station Via Hugh Green Dr,Bus,889,False,Medium,Monitor route conditions,789,0.0236
889-203,889,889,889 - Albany Station / Constellation Station Via Hugh Green Dr,Bus,889,False,High,Adjust service headway,6,0.0002
901-203,901,901,901 - Smales Farm / Constellation Station Via Wairau Rd,Bus,901,False,Low,No operational action required,11908,0.3567
901-203,901,901,901 - Smales Farm / Constellation Station Via Wairau Rd,Bus,901,False,Medium,Monitor route conditions,2174,0.0651
901-203,901,901,901 - Smales Farm / Constellation Station Via Wairau Rd,Bus,901,False,High,Adjust service headway,40,0.0012
901-203,901,901,901 - Smales Farm / Constellation Station Via Wairau Rd,Bus,901,False,Severe,Deploy standby bus or supervisor review,3,0.0001
902-203,902,902,902 - Kyle Road / Constellation Station,Bus,902,False,Low,No operational action required,10224,0.3063
902-203,902,902,902 - Kyle Road / Constellation Station,Bus,902,False,Medium,Monitor route conditions,909,0.0272
902-203,902,902,902 - Kyle Road / Constellation Station,Bus,902,False,High,Adjust service headway,20,0.0006
906-203,906,906,906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,Bus,906,False,Low,No operational action required,9926,0.2973
906-203,906,906,906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,Bus,906,False,Medium,Monitor route conditions,1953,0.0585
906-203,906,906,906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,Bus,906,False,High,Adjust service headway,64,0.0019
906-203,906,906,906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,Bus,906,False,Severe,Deploy standby bus or supervisor review,32,0.001
907-203,907,907,907 - Campbells Bay / Constellation Station Via Sunnynook Station,Bus,907,False,Low,No operational action required,10140,0.3037
907-203,907,907,907 - Campbells Bay / Constellation Station Via Sunnynook Station,Bus,907,False,Medium,Monitor route conditions,1284,0.0385
917-203,917,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,Bus,917,False,Low,No operational action required,13347,0.3998
917-203,917,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,Bus,917,False,Medium,Monitor route conditions,3780,0.1132
917-203,917,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,Bus,917,False,High,Adjust service headway,154,0.0046
917-203,917,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,Bus,917,False,Severe,Deploy standby bus or supervisor review,31,0.0009
923-202,923,923,923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,Bus,923,False,Low,No operational action required,14117,0.4229
923-202,923,923,923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,Bus,923,False,Medium,Monitor route conditions,5090,0.1525
923-202,923,923,923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,Bus,923,False,High,Adjust service headway,74,0.0022
923-202,923,923,923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,Bus,923,False,Severe,Deploy standby bus or supervisor review,11,0.0003
924-202,924,924,924 - Hillcrest / City (Mayoral Dr),Bus,924,False,Low,No operational action required,1243,0.0372
924-202,924,924,924 - Hillcrest / City (Mayoral Dr),Bus,924,False,Medium,Monitor route conditions,1344,0.0403
924-202,924,924,924 - Hillcrest / City (Mayoral Dr),Bus,924,False,High,Adjust service headway,62,0.0019
926-203,926,926,926 - Glenfield / Akoranga Station Via Hillcrest West,Bus,926,False,Low,No operational action required,12218,0.366
926-203,926,926,926 - Glenfield / Akoranga Station Via Hillcrest West,Bus,926,False,Medium,Monitor route conditions,677,0.0203
926-203,926,926,926 - Glenfield / Akoranga Station Via Hillcrest West,Bus,926,False,High,Adjust service headway,1,0.0
928-203,928,928,928 - Northcote Point / Smales Farm Stn Via North Shore Hospital,Bus,928,False,Low,No operational action required,4888,0.1464
928-203,928,928,928 - Northcote Point / Smales Farm Stn Via North Shore Hospital,Bus,928,False,Medium,Monitor route conditions,1368,0.041
928-203,928,928,928 - Northcote Point / Smales Farm Stn Via North Shore Hospital,Bus,928,False,High,Adjust service headway,54,0.0016
931-203,931,931,931 - Chatswood / University of Auckland Via Customs St,Bus,931,False,Low,No operational action required,3571,0.107
931-203,931,931,931 - Chatswood / University of Auckland Via Customs St,Bus,931,False,Medium,Monitor route conditions,1265,0.0379
931-203,931,931,931 - Chatswood / University of Auckland Via Customs St,Bus,931,False,High,Adjust service headway,45,0.0013
933-203,933,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,Bus,933,False,Low,No operational action required,6360,0.1905
933-203,933,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,Bus,933,False,Medium,Monitor route conditions,2619,0.0785
933-203,933,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,Bus,933,False,High,Adjust service headway,98,0.0029
933-203,933,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,Bus,933,False,Severe,Deploy standby bus or supervisor review,6,0.0002
933A-202,933,933A,933 - Beach Haven Wharf / University of Auckland Via Customs St,Bus,933 - 933A,False,Low,No operational action required,68,0.002
933A-202,933,933A,933 - Beach Haven Wharf / University of Auckland Via Customs St,Bus,933 - 933A,False,Medium,Monitor route conditions,60,0.0018
939-203,939,939,939 - University of Auckland / Windy Ridge Via Customs St,Bus,939,False,Low,No operational action required,1435,0.043
939-203,939,939,939 - University of Auckland / Windy Ridge Via Customs St,Bus,939,False,Medium,Monitor route conditions,776,0.0232
939-203,939,939,939 - University of Auckland / Windy Ridge Via Customs St,Bus,939,False,High,Adjust service headway,53,0.0016
939-203,939,939,939 - University of Auckland / Windy Ridge Via Customs St,Bus,939,False,Severe,Deploy standby bus or supervisor review,8,0.0002
94-203,94,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,Bus,94,False,Low,No operational action required,20563,0.616
94-203,94,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,Bus,94,False,Medium,Monitor route conditions,4040,0.121
94-203,94,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,Bus,94,False,High,Adjust service headway,144,0.0043
94-203,94,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,Bus,94,False,Severe,Deploy standby bus or supervisor review,56,0.0017
941-203,941,941,941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,Bus,941,False,Low,No operational action required,12335,0.3695
941-203,941,941,941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,Bus,941,False,Medium,Monitor route conditions,3887,0.1164
941-203,941,941,941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,Bus,941,False,High,Adjust service headway,121,0.0036
941-203,941,941,941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,Bus,941,False,Severe,Deploy standby bus or supervisor review,56,0.0017
95B-203,95B,95B,95B - Bayview / Britomart (Lower Albert St),Bus,95B,False,Low,No operational action required,14275,0.4276
95B-203,95B,95B,95B - Bayview / Britomart (Lower Albert St),Bus,95B,False,Medium,Monitor route conditions,4465,0.1337
95B-203,95B,95B,95B - Bayview / Britomart (Lower Albert St),Bus,95B,False,High,Adjust service headway,163,0.0049
95B-203,95B,95B,95B - Bayview / Britomart (Lower Albert St),Bus,95B,False,Severe,Deploy standby bus or supervisor review,34,0.001
95C-203,95C,95C,95C - Constellation Station / Britomart (Albert St) Via Glenfield,Bus,95C,False,Low,No operational action required,11629,0.3483
95C-203,95C,95C,95C - Constellation Station / Britomart (Albert St) Via Glenfield,Bus,95C,False,Medium,Monitor route conditions,4677,0.1401
95C-203,95C,95C,95C - Constellation Station / Britomart (Albert St) Via Glenfield,Bus,95C,False,High,Adjust service headway,96,0.0029
95C-203,95C,95C,95C - Constellation Station / Britomart (Albert St) Via Glenfield,Bus,95C,False,Severe,Deploy standby bus or supervisor review,14,0.0004
966-203,966,966,966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,Bus,966,False,Low,No operational action required,6034,0.1807
966-203,966,966,966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,Bus,966,False,Medium,Monitor route conditions,4269,0.1279
966-203,966,966,966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,Bus,966,False,High,Adjust service headway,173,0.0052
97B-203,97B,97B,97B - Beach Haven / Britomart (Lower Albert St),Bus,97B,False,Low,No operational action required,13539,0.4056
97B-203,97B,97B,97B - Beach Haven / Britomart (Lower Albert St),Bus,97B,False,Medium,Monitor route conditions,3233,0.0968
97B-203,97B,97B,97B - Beach Haven / Britomart (Lower Albert St),Bus,97B,False,High,Adjust service headway,90,0.0027
97B-203,97B,97B,97B - Beach Haven / Britomart (Lower Albert St),Bus,97B,False,Severe,Deploy standby bus or supervisor review,55,0.0016
97R-203,97R,97R,97R - Beach Haven / Britomart (Lower Albert St),Bus,97R,False,Low,No operational action required,12909,0.3867
97R-203,97R,97R,97R - Beach Haven / Britomart (Lower Albert St),Bus,97R,False,Medium,Monitor route conditions,3213,0.0962
97R-203,97R,97R,97R - Beach Haven / Britomart (Lower Albert St),Bus,97R,False,High,Adjust service headway,81,0.0024
97R-203,97R,97R,97R - Beach Haven / Britomart (Lower Albert St),Bus,97R,False,Severe,Deploy standby bus or supervisor review,55,0.0016
981-221,981,981,981 - Waiwera / Hibiscus Coast Station,Bus,981,False,Low,No operational action required,12161,0.3643
981-221,981,981,981 - Waiwera / Hibiscus Coast Station,Bus,981,False,Medium,Monitor route conditions,3096,0.0927
981-221,981,981,981 - Waiwera / Hibiscus Coast Station,Bus,981,False,High,Adjust service headway,249,0.0075
981-221,981,981,981 - Waiwera / Hibiscus Coast Station,Bus,981,False,Severe,Deploy standby bus or supervisor review,29,0.0009
982-221,982,982,982 - Gulf Harbour / Hibiscus Coast Station,Bus,982,False,Low,No operational action required,15626,0.4681
982-221,982,982,982 - Gulf Harbour / Hibiscus Coast Station,Bus,982,False,Medium,Monitor route conditions,2209,0.0662
982-221,982,982,982 - Gulf Harbour / Hibiscus Coast Station,Bus,982,False,High,Adjust service headway,154,0.0046
982-221,982,982,982 - Gulf Harbour / Hibiscus Coast Station,Bus,982,False,Severe,Deploy standby bus or supervisor review,19,0.0006
983-221,983,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,Bus,983,False,Low,No operational action required,12967,0.3884
983-221,983,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,Bus,983,False,Medium,Monitor route conditions,2943,0.0882
983-221,983,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,Bus,983,False,High,Adjust service headway,148,0.0044
983-221,983,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,Bus,983,False,Severe,Deploy standby bus or supervisor review,59,0.0018
984-221,984,984,984 - Orewa / Hibiscus Coast Station Via Maygrove,Bus,984,False,Low,No operational action required,3401,0.1019
984-221,984,984,984 - Orewa / Hibiscus Coast Station Via Maygrove,Bus,984,False,Medium,Monitor route conditions,404,0.0121
984-221,984,984,984 - Orewa / Hibiscus Coast Station Via Maygrove,Bus,984,False,High,Adjust service headway,65,0.0019
984-221,984,984,984 - Orewa / Hibiscus Coast Station Via Maygrove,Bus,984,False,Severe,Deploy standby bus or supervisor review,17,0.0005
985-221,985,985,985 - Orewa / Hibiscus Coast Station Via Millwater,Bus,985,False,Low,No operational action required,12127,0.3633
985-221,985,985,985 - Orewa / Hibiscus Coast Station Via Millwater,Bus,985,False,Medium,Monitor route conditions,1096,0.0328
985-221,985,985,985 - Orewa / Hibiscus Coast Station Via Millwater,Bus,985,False,High,Adjust service headway,24,0.0007
986-221,986,986,986 - Hibiscus Coast Station / Albany Station Via Dairy Flat,Bus,986,False,Low,No operational action required,2505,0.075
986-221,986,986,986 - Hibiscus Coast Station / Albany Station Via Dairy Flat,Bus,986,False,Medium,Monitor route conditions,289,0.0087
986-221,986,986,986 - Hibiscus Coast Station / Albany Station Via Dairy Flat,Bus,986,False,High,Adjust service headway,12,0.0004
988-221,988,988,988 - The Plaza / Gulf Harbour Ferry Via Army Bay,Bus,988,False,Low,No operational action required,1606,0.0481
988-221,988,988,988 - The Plaza / Gulf Harbour Ferry Via Army Bay,Bus,988,False,Medium,Monitor route conditions,818,0.0245
988-221,988,988,988 - The Plaza / Gulf Harbour Ferry Via Army Bay,Bus,988,False,High,Adjust service headway,2,0.0001
989-218,989,989,989 - Hibiscus Coast Station / Milldale Loop,Bus,989,False,Low,No operational action required,2616,0.0784
989-218,989,989,989 - Hibiscus Coast Station / Milldale Loop,Bus,989,False,Medium,Monitor route conditions,2142,0.0642
989-218,989,989,989 - Hibiscus Coast Station / Milldale Loop,Bus,989,False,High,Adjust service headway,6,0.0002
995-203,995,995,995 - Warkworth / Hibiscus Coast Station,Bus,995,False,Low,No operational action required,7441,0.2229
995-203,995,995,995 - Warkworth / Hibiscus Coast Station,Bus,995,False,Medium,Monitor route conditions,467,0.014
995-203,995,995,995 - Warkworth / Hibiscus Coast Station,Bus,995,False,High,Adjust service headway,45,0.0013
995-203,995,995,995 - Warkworth / Hibiscus Coast Station,Bus,995,False,Severe,Deploy standby bus or supervisor review,23,0.0007
996-203,996,996,996 - Algies Bay / Warkworth Via Snells Beach,Bus,996,False,Low,No operational action required,1244,0.0373
996-203,996,996,996 - Algies Bay / Warkworth Via Snells Beach,Bus,996,False,Medium,Monitor route conditions,69,0.0021
997-203,997,997,997 - Warkworth / Omaha Via Matakana And Pt Wells,Bus,997,False,Low,No operational action required,940,0.0282
997-203,997,997,997 - Warkworth / Omaha Via Matakana And Pt Wells,Bus,997,False,Medium,Monitor route conditions,522,0.0156
997-203,997,997,997 - Warkworth / Omaha Via Matakana And Pt Wells,Bus,997,False,High,Adjust service headway,3,0.0001
998-203,998,998,998 - Wellsford / Warkworth,Bus,998,False,Low,No operational action required,4227,0.1266
998-203,998,998,998 - Wellsford / Warkworth,Bus,998,False,Medium,Monitor route conditions,251,0.0075
998-203,998,998,998 - Wellsford / Warkworth,Bus,998,False,High,Adjust service headway,10,0.0003
998-203,998,998,998 - Wellsford / Warkworth,Bus,998,False,Severe,Deploy standby bus or supervisor review,5,0.0001
999-203,999,999,999 - Warkworth Loop,Bus,999,False,Low,No operational action required,4188,0.1254
999-203,999,999,999 - Warkworth Loop,Bus,999,False,Medium,Monitor route conditions,900,0.027
999-203,999,999,999 - Warkworth Loop,Bus,999,False,High,Adjust service headway,16,0.0005
999-203,999,999,999 - Warkworth Loop,Bus,999,False,Severe,Deploy standby bus or supervisor review,42,0.0013
AIR-203,AIR,AIR,AIR - Airport Link via Puhinui Station,Bus,AIR,False,Low,No operational action required,22834,0.684
AIR-203,AIR,AIR,AIR - Airport Link via Puhinui Station,Bus,AIR,False,Medium,Monitor route conditions,5221,0.1564
AIR-203,AIR,AIR,AIR - Airport Link via Puhinui Station,Bus,AIR,False,High,Adjust service headway,168,0.005
AIR-203,AIR,AIR,AIR - Airport Link via Puhinui Station,Bus,AIR,False,Severe,Deploy standby bus or supervisor review,119,0.0036
BIRK-240,BIRK,BIRK,BIRK - Birkenhead / Downtown Via Northcote Point,Ferry,BIRK,False,Low,No operational action required,86,0.0026
CTY-202,CTY,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,Bus,CTY,False,Low,No operational action required,10878,0.3258
CTY-202,CTY,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,Bus,CTY,False,Medium,Monitor route conditions,15053,0.4509
CTY-202,CTY,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,Bus,CTY,False,High,Adjust service headway,3277,0.0982
CTY-202,CTY,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,Bus,CTY,False,Severe,Deploy standby bus or supervisor review,5,0.0001
DEV-209,DEV,DEV,DEV - Devonport / Downtown,Ferry,DEV,False,Low,No operational action required,2980,0.0893
DEV-209,DEV,DEV,DEV - Devonport / Downtown,Ferry,DEV,False,Medium,Monitor route conditions,133,0.004
EAST-201,EAST,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,Train / Rail,EAST,False,Low,No operational action required,102469,3.0694
EAST-201,EAST,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,Train / Rail,EAST,False,Medium,Monitor route conditions,595,0.0178
EAST-201,EAST,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,Train / Rail,EAST,False,High,Adjust service headway,210,0.0063
