service_type,route_display_name,route_corridor_name,route_id,is_special_route,delay_risk,recommended_action,records,unique_trips,avg_delay_minutes,max_delay_minutes
Bus,352,352 - Manukau Bus Station / Panmure Via Flat Bush,352-205,false,Medium,Monitor route conditions,4139,52,-3.106,14.967
Bus,145,145 - Lincoln Rd / Henderson Via Western H,145-203,false,Medium,Monitor route conditions,4092,97,-1.509,14.95
Bus,775,775 - Glendowie / Britomart Via Tamaki Dr,775-202,false,Low,No operational action required,4063,30,0.302,5.0
Bus,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,TMK-202,false,Medium,Monitor route conditions,4038,293,3.716,14.983
Bus,128,128 - Hibiscus Coast Station / Helensville,128-202,false,Low,No operational action required,3903,42,-0.78,5.0
Bus,97B,97B - Beach Haven / Britomart (Lower Albert St),97B-203,false,Medium,Monitor route conditions,3903,159,-1.987,15.0
Bus,311,311 - Otahuhu Station / Otahuhu Station via Mangere Bridge,311-203,false,Low,No operational action required,3866,85,-1.559,5.0
Bus,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,RBS-402,false,Low,No operational action required,3866,136,0.497,4.983
Bus,149,149 - Ranui / New Lynn Via Rosebank,149-203,false,Medium,Monitor route conditions,3853,82,-2.492,14.917
Bus,366,366 - Manurewa Interchange / Manukau Bus Station Via The Gardens,366-203,false,Medium,Monitor route conditions,3851,154,1.822,15.0
Bus,984,984 - Orewa / Hibiscus Coast Station Via Maygrove,984-221,false,Low,No operational action required,3840,38,-0.199,5.0
Bus,97R,97R - Beach Haven / Britomart (Lower Albert St),97R-203,false,Medium,Monitor route conditions,3779,131,-1.437,14.95
Bus,981,981 - Waiwera / Hibiscus Coast Station,981-221,false,Medium,Monitor route conditions,3701,90,7.956,15.0
Bus,396,396 - Waiuku / Pukekohe Interchange Via Kitchener Rd And Patumaho,396-203,false,Low,No operational action required,3682,33,0.208,5.0
Bus,861,861 - Long Bay / Constellation Station Via Bush Rd,861-203,false,Medium,Monitor route conditions,3626,197,3.303,15.0
Bus,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,983-221,false,Medium,Monitor route conditions,3589,113,-1.063,14.967
Bus,782,782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,782-221,false,Medium,Monitor route conditions,3568,60,-4.664,14.133
Bus,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,CTY-202,false,High,Adjust service headway,3545,164,-16.841,24.35
Ferry,DEV,DEV - Devonport / Downtown,DEV-209,false,Low,No operational action required,3467,46,0.012,5.0
Bus,774,774 - West Tamaki Rd / Britomart Via Long Dr And Tamaki Dr,774-202,false,Low,No operational action required,3455,25,-0.118,4.967
Bus,72X,72X - Botany And Howick / Britomart Express Via Panmure And Motor,72X-205,false,Medium,Monitor route conditions,3431,36,-1.267,15.0
Bus,884,884 - Constellation Station / NHIE Loop Anticlockwise,884-203,false,Low,No operational action required,3413,27,-0.526,4.967
Bus,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,814-202,false,Medium,Monitor route conditions,3407,145,1.393,15.0
Bus,885,885 - Constellation Station / NHIE Loop Clockwise,885-203,false,Low,No operational action required,3403,27,-0.669,4.983
Bus,RBE,RBE - Manukau / Britomart Eastern Rail Bus (New),RBE-402,false,Low,No operational action required,3402,118,-0.003,5.0
Bus,313,313 - Mangere / Manukau Bus Station Via Papatoetoe,313-203,false,Medium,Monitor route conditions,3399,102,-3.133,14.983
Bus,171,171 - Laingholm / New Lynn,171-203,false,Low,No operational action required,3294,25,-0.835,5.0
Bus,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,933-203,false,Medium,Monitor route conditions,3180,58,-2.413,14.383
Bus,712,712 - Bucklands Beach / Panmure,712-221,false,Medium,Monitor route conditions,3155,65,0.399,14.967
Bus,353,353 - Manukau Bus Station / Botany Town Centre Via Preston Rd,353-205,false,Medium,Monitor route conditions,3138,129,-3.101,14.833
Bus,379,379 - Clarks Beach / Papakura,379-203,false,Medium,Monitor route conditions,3122,137,-5.432,14.85
Bus,154,154 - New Lynn / Henderson via Glen Eden,154-203,false,Medium,Monitor route conditions,3108,211,0.313,14.783
Bus,106,106 - Freemans Bay Loop,106-202,false,Medium,Monitor route conditions,3099,76,-6.65,11.817
Bus,986,986 - Hibiscus Coast Station / Albany Station Via Dairy Flat,986-221,false,Low,No operational action required,3062,30,0.143,4.967
Bus,888,888 - Albany Heights Loop,888-203,false,Low,No operational action required,3052,33,-2.436,4.917
Bus,989,989 - Hibiscus Coast Station / Milldale Loop,989-218,false,Low,No operational action required,3010,46,-2.103,4.65
Bus,323,323 - Otahuhu Station / Panmure Via Panama Rd,323-221,false,Medium,Monitor route conditions,2973,106,-1.109,14.9
Bus,67B,67B - New Lynn / Onehunga Only,67B-202,false,Medium,Monitor route conditions,2954,98,-3.384,14.883
Bus,351,351 - Botany / Otahuhu Station Via Highbrook,351-205,false,Medium,Monitor route conditions,2872,60,-1.682,14.967
Bus,871,871 - Constellation Station / Takapuna Via Forrest Hill Rd,871-202,false,Medium,Monitor route conditions,2856,107,-1.163,14.933
Bus,314,314 - Ormiston / Middlemore Station Via Otara,314-203,false,Medium,Monitor route conditions,2803,129,4.634,14.967
Bus,324,324 - Mangere Town Centre / Seaside Park Via Otahuhu,324-203,false,Medium,Monitor route conditions,2793,199,1.483,14.833
Bus,126,126 - Albany / Westgate Via Riverhead,126-203,false,Medium,Monitor route conditions,2777,100,6.302,15.0
Bus,982,982 - Gulf Harbour / Hibiscus Coast Station,982-221,false,Medium,Monitor route conditions,2762,116,1.435,15.0
Bus,901,901 - Smales Farm / Constellation Station Via Wairau Rd,901-203,false,Medium,Monitor route conditions,2724,90,-0.165,14.7
Bus,72C,"72C - Botany And Howick / Panmure Via Chapel Rd, Cook St, And Pak",72C-205,false,Medium,Monitor route conditions,2692,115,2.225,15.0
Bus,364,364 - Papakura Station / Manurewa Station via Takaanini,364-203,false,Medium,Monitor route conditions,2623,186,-0.412,15.0
Bus,376,376 - Papakura Shops / Auranga Dr Via Drury,376-203,false,Medium,Monitor route conditions,2613,151,7.221,14.95
Bus,362,362 - Manukau Bus Station / Weymouth Via Great South Rd,362-203,false,Medium,Monitor route conditions,2601,151,6.845,15.0
Bus,298,298 - Onehunga / Sylvia Park Via Ellerslie,298-221,false,Medium,Monitor route conditions,2563,76,0.89,14.867
Bus,125,125 - Helensville / Westgate Via Kumeu,125-202,false,Medium,Monitor route conditions,2560,85,1.211,14.9
Train / Rail,STH,"STH - Brit 4 / Pukekohe 1 Via NKT 4, OHU 3, Papakura 1",STH-201,true,Medium,Monitor route conditions,2551,236,3.897,15.0
Bus,162,162 - Henderson / New Lynn via Glendene,162-202,false,Medium,Monitor route conditions,2497,190,-1.305,14.517
Bus,989,989 - Hibiscus Coast Station / Milldale Loop,989-218,false,Medium,Monitor route conditions,2417,45,-6.203,14.95
Train / Rail,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,WEST-201,false,Medium,Monitor route conditions,2382,227,7.788,15.0
Bus,906,906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,906-203,false,Medium,Monitor route conditions,2370,83,0.714,14.783
Bus,309,309 - Mangere Town Centre / City Centre,309-203,false,High,Adjust service headway,2349,83,-14.339,24.05
Bus,842,842 - Crown Hill / Smales Farm Station Via East Coast Rd,842-202,false,Low,No operational action required,2346,19,0.145,4.85
Bus,755,755 - Benson Rd / Britomart Via Portland Rd,755-202,false,Medium,Monitor route conditions,2324,94,-3.209,14.867
Ferry,GULF,GULF - Gulf Harbour / Downtown,GULF-209,false,Low,No operational action required,2319,25,0.041,5.0
Bus,147,147 - Waitakere Township / Henderson,147-203,false,Medium,Monitor route conditions,2316,121,4.283,14.933
Ferry,HMB,HMB - Half Moon Bay / Downtown Pier 5,HMB-209,false,Low,No operational action required,2143,25,0.06,5.0
Bus,72M,"72M - Botany and Howick / Panmure via Millhouse Dr, Meadowland Dr",72M-205,false,Medium,Monitor route conditions,2139,100,2.613,14.967
Bus,70,70 - Botany / Britomart Via Panmure,70-205,false,High,Adjust service headway,2121,146,2.727,24.9
Bus,735,735 - Botany / Half Moon Bay Via Cockle Bay And Howick,735-221,false,Medium,Monitor route conditions,2106,83,-2.074,14.967
Bus,801,801 - Bayswater Wharf / Akoranga Station Via Takapuna,801-202,false,Medium,Monitor route conditions,2030,118,-0.948,14.733
Bus,733,733 - Botany / The Parade Via Highland Park,733-221,false,Medium,Monitor route conditions,2003,54,3.432,14.967
Bus,191,191 - Lynfield / New Lynn Via Blockhouse Bay And Avondale,191-203,false,Medium,Monitor route conditions,1997,91,-0.754,14.95
Bus,988,988 - The Plaza / Gulf Harbour Ferry Via Army Bay,988-221,false,Low,No operational action required,1974,18,-0.95,5.0
Bus,209,209 - City Centre / Titirangi via New North Rd and Green Bay,209-203,false,Low,No operational action required,1965,14,0.271,4.983
Bus,50A,50A - Onetangi (Seventh Ave) / Matiatia Wharf,50A-217,false,Medium,Monitor route conditions,1955,75,-2.078,14.683
Bus,888,888 - Albany Heights Loop,888-203,false,Medium,Monitor route conditions,1936,32,-6.131,7.217
Bus,RBO,RBO - Newmarket / Onehunga Onehunga Rail Bus,RBO-402,false,Low,No operational action required,1918,80,0.382,4.9
Bus,502,502 - Rocky Bay / Matiatia Wharf,502-217,false,Medium,Monitor route conditions,1916,75,7.137,15.0
Bus,711,711 - Howick / Panmure Via Cascades Road,711-221,false,Medium,Monitor route conditions,1876,71,2.943,14.8
Ferry,RANG,RANG - Rangitoto Island / Downtown Pier 14,RANG-209,false,Low,No operational action required,1848,7,0.051,4.517
Bus,807,807 - Devonport Wharf / Cheltenham Loop,807-202,false,Medium,Monitor route conditions,1806,55,7.495,14.8
Bus,392,392 - Pukekohe Station,392-203,false,Medium,Monitor route conditions,1799,92,7.096,14.233
Bus,152,152 - Henderson / New Lynn via Sunnyvale and Glen Eden,152-203,false,Medium,Monitor route conditions,1793,146,1.451,14.967
Bus,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,RBS-402,false,Medium,Monitor route conditions,1754,114,2.742,14.983
Unknown / unmatched route,327-203,327-203,327-203,false,Low,No operational action required,1743,95,-2.026,4.867
Bus,114,114 - Hob Pt Wharf / Northwest Via Whenuapai,114-203,false,Medium,Monitor route conditions,1739,96,4.19,15.0
Bus,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,783-221,false,Medium,Monitor route conditions,1687,50,-2.045,14.517
Bus,939,939 - University of Auckland / Windy Ridge Via Customs St,939-203,false,Low,No operational action required,1684,14,-0.487,5.0
Bus,843,843 - Akoranga Station / Constellation Station Via Takapuna,843-202,false,Medium,Monitor route conditions,1679,103,3.941,14.617
Bus,112,112 - Hob Pt Wharf / Northwest Via W Harbour,112-203,false,Medium,Monitor route conditions,1677,137,2.821,14.983
Bus,101,101 - Pt Chevalier / Auckland University Via Jervois Rd,101-202,false,Low,No operational action required,1664,18,-0.644,4.933
Bus,128,128 - Hibiscus Coast Station / Helensville,128-202,false,Severe,Deploy standby bus or supervisor review,1655,18,34.318,40.567
Bus,907,907 - Campbells Bay / Constellation Station Via Sunnynook Station,907-203,false,Medium,Monitor route conditions,1636,61,-4.408,14.25
Bus,878,878 - Browns Bay / Constellation Station Via and East Coast Rd,878-203,false,Medium,Monitor route conditions,1614,74,2.286,14.483
Bus,928,928 - Northcote Point / Smales Farm Stn Via North Shore Hospital,928-203,false,Medium,Monitor route conditions,1608,45,-2.196,14.583
Bus,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),INN-202,false,High,Adjust service headway,1596,117,-13.282,25.0
Bus,775,775 - Glendowie / Britomart Via Tamaki Dr,775-202,false,Medium,Monitor route conditions,1581,30,3.207,14.8
Bus,751,751 - Panmure / Newmarket Via Marua Rd And Remuera Rd,751-202,false,Medium,Monitor route conditions,1550,60,1.802,14.867
Bus,172,172 - Glen Eden / New Lynn via Titirangi,172-203,false,Medium,Monitor route conditions,1544,88,6.979,14.933
Bus,931,931 - Chatswood / University of Auckland Via Customs St,931-203,false,Medium,Monitor route conditions,1499,33,-3.522,14.783
Bus,396,396 - Waiuku / Pukekohe Interchange Via Kitchener Rd And Patumaho,396-203,false,Medium,Monitor route conditions,1439,32,2.086,15.0
Bus,996,996 - Algies Bay / Warkworth Via Snells Beach,996-203,false,Low,No operational action required,1434,12,0.323,4.817
Bus,171,171 - Laingholm / New Lynn,171-203,false,Medium,Monitor route conditions,1433,25,-3.28,14.883
Bus,924,924 - Hillcrest / City (Mayoral Dr),924-202,false,Medium,Monitor route conditions,1411,36,-7.488,14.883
Bus,101,101 - Pt Chevalier / Auckland University Via Jervois Rd,101-202,false,Medium,Monitor route conditions,1406,18,-6.34,14.967
Bus,802,802 - Bayswater / City (Mayoral Dr),802-202,false,Low,No operational action required,1340,11,-1.218,5.0
Bus,RBW,RBW - Britomart / Swanson Western Rail Bus,RBW-402,false,Medium,Monitor route conditions,1328,133,0.016,14.683
Ferry,MTID,MTID - Downtown Pier 13 / Waiheke Pier 3,MTID-241,false,Low,No operational action required,1304,17,0.013,4.183
Bus,985,985 - Orewa / Hibiscus Coast Station Via Millwater,985-221,false,Medium,Monitor route conditions,1303,61,4.194,14.767
Bus,924,924 - Hillcrest / City (Mayoral Dr),924-202,false,Low,No operational action required,1302,36,-0.311,4.983
Bus,209,209 - City Centre / Titirangi via New North Rd and Green Bay,209-203,false,Medium,Monitor route conditions,1251,14,0.19,14.9
Bus,739,739 - Maraetai And Beachlands / Botany Via Whitford And Ormiston,739-221,false,Medium,Monitor route conditions,1234,67,2.709,14.667
Bus,883,883 - Schnapper Rock / Constellation Station,883-203,false,Medium,Monitor route conditions,1211,55,3.188,14.083
Bus,128,128 - Hibiscus Coast Station / Helensville,128-202,false,Medium,Monitor route conditions,1187,41,-0.023,15.0
Train / Rail,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,WEST-201,false,Severe,Deploy standby bus or supervisor review,1170,110,46.924,117.467
Bus,253,253 - Blockhouse Bay / Civic Centre Via Dominion Rd,253-202,false,Low,No operational action required,1130,8,-0.223,4.933
Bus,902,902 - Kyle Road / Constellation Station,902-203,false,Medium,Monitor route conditions,1113,43,-4.884,14.1
Bus,501,501 - Kennedy Point / Matiatia Wharf,501-217,false,Medium,Monitor route conditions,1097,46,7.448,14.917
Bus,394,394 - Pukekohe Interchange / Paerata Rise Loop,394-203,false,Medium,Monitor route conditions,1074,40,-4.835,14.667
Bus,997,997 - Warkworth / Omaha Via Matakana And Pt Wells,997-203,false,Low,No operational action required,1060,11,-1.071,4.917
Bus,999,999 - Warkworth Loop,999-203,false,Medium,Monitor route conditions,1051,55,-2.217,11.917
Bus,295,295 - Ellerslie Station / City Centre Via Royal Oak,295-202,false,High,Adjust service headway,1046,49,-9.069,24.283
Bus,378,378 - Papakura Shops / Karaka Harbourside Loop And Karaka Lakes,378-203,false,Medium,Monitor route conditions,1041,70,3.055,14.733
Bus,111,111 - Royal Heights Loop,111-203,false,Medium,Monitor route conditions,1031,38,6.165,14.7
Bus,252,252 - Lynfield / Civic Centre Via Dominion Rd,252-202,false,Low,No operational action required,1006,7,-0.582,4.967
Bus,75,75 - Glen Innes / Wynyard Quarter Via Remuera Rd,75-202,false,High,Adjust service headway,997,84,-3.09,24.933
Bus,805,805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,805-202,false,Low,No operational action required,979,14,-2.165,4.917
Bus,123,123 - Huapai Triangle / Westgate Via Kumeu,123-202,false,Medium,Monitor route conditions,967,44,2.599,14.833
Bus,805,805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,805-202,false,Medium,Monitor route conditions,960,14,-5.62,14.117
Bus,988,988 - The Plaza / Gulf Harbour Ferry Via Army Bay,988-221,false,Medium,Monitor route conditions,957,18,-5.825,10.817
Bus,122,122 - Huapai North / Westgate Via Kumeu,122-202,false,Medium,Monitor route conditions,948,39,0.578,14.983
Bus,889,889 - Albany Station / Constellation Station Via Hugh Green Dr,889-203,false,Medium,Monitor route conditions,924,39,-2.375,13.367
Bus,939,939 - University of Auckland / Windy Ridge Via Customs St,939-203,false,Medium,Monitor route conditions,917,14,-3.742,14.467
Bus,747,747 - Panmure / Glen Innes Via Stonefields,747-221,false,Medium,Monitor route conditions,909,56,5.992,14.933
Bus,33,33 - Papakura Interchange / Otahuhu Station Via Great South Rd,33-203,false,High,Adjust service headway,893,77,18.69,24.8
Unknown / unmatched route,327-203,327-203,327-203,false,Medium,Monitor route conditions,888,72,-6.032,11.15
Bus,845,845 - Milford / Takapuna Via North Shore Hospital,845-203,false,Medium,Monitor route conditions,882,38,-0.949,14.8
Bus,734,734 - Botany / Half Moon Bay Via Highland Park,734-221,false,Medium,Monitor route conditions,870,49,4.091,14.583
